Performance Summary | MUTUAL FUNDS ASSOCIATION OF PAKISTAN,,,,,,,,,,,,,,,,,
Sector,Category,Fund Name,Rating,Benchmark,Validity Date,NAV,YTD,MTD,1 Day,15 Days,30 Days,90 Days,180 Days,270 Days,365 Days,2 Years,3 Years
Open-End Funds,Fixed Rate / Return (Annualized Return),ABL Fixed Rate Plan XXI,,N/A,"Jan 01, 2026",10.1482,10.8186,10.804,10.804,10.6921,10.7286,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),ABL Fixed Rate Plan XXII,,N/A,"Jan 01, 2026",10.1086,13.6686,10.4755,10.4755,12.5828,13.213,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),ABL Fixed Rate Plan XXIII,,N/A,"Jan 01, 2026",10.0867,14.3843,10.877,10.877,12.5609,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Al Ameen Islamic Fixed Return Plan I (P),,N/A,"Dec 31, 2025",100,16.2915,67.1977,5.183,4.5187,69.2429,27.0197,16.5189,12.8733,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 19,,N/A,"Dec 31, 2025",106.6321,12.8385,27.9143,7.3,27.8008,28.6817,16.0146,11.7092,15.3301,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 20,,N/A,"Dec 31, 2025",105.5384,10.8109,11.4528,10.804,10.5144,11.4805,11.0863,10.6116,12.0053,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 22,,N/A,"Dec 31, 2025",105.3709,10.6542,12.8598,15.3665,11.5875,12.9514,11.4022,10.3741,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 23,,N/A,"Dec 31, 2025",103.976,11.0782,15.3112,16.133,14.2593,15.4638,11.9935,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 24,,N/A,"Dec 31, 2025",103.9051,10.8806,13.6887,19.053,12.5292,13.7958,11.4878,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 25,,N/A,"Dec 31, 2025",102.7508,10.7962,10.8982,11.6435,10.8794,10.905,10.8117,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),AL Habib Fixed Return Fund Plan 26,,N/A,"Dec 31, 2025",100.6894,10.9405,10.9405,10.877,11.2225,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XVIII,,N/A,"Dec 31, 2025",105.5433,10.4241,10.479,9.855,9.8793,10.4913,10.5708,10.3017,11.5455,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XX,,N/A,"Dec 31, 2025",105.5233,10.7661,20.5154,14.6,20.788,20.5118,13.1647,10.0085,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXI,,N/A,"Dec 31, 2025",105.1654,9.7858,10.8264,10.1835,10.9257,10.8429,9.9698,9.6832,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXII,,N/A,"Dec 31, 2025",103.4653,11.1932,15.5773,17.3375,14.7728,15.74,11.9631,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXIII,,N/A,"Dec 31, 2025",102.6936,12.4451,16.153,19.3085,15.8361,16.223,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXIV,,N/A,"Dec 29, 2025",102.1627,11.6086,13.3829,7.9205,15.8532,13.2824,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXV,,N/A,"Dec 30, 2025",101.4882,11.0856,11.1422,10.22,11.6922,11.1422,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),Alfalah Stable Return Fund Plan XXVI,,N/A,"Dec 30, 2025",101.8978,16.4928,16.9068,15.0015,23.9002,16.9068,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),HBL Mehfooz Munafa Fund Plan IV,,N/A,"Sep 16, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),HBL Mehfooz Munafa Fund Plan X,,N/A,"Jul 29, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),HBL Mehfooz Munafa Fund Plan XII,,N/A,"Oct 16, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),HBL Mehfooz Munafa Fund Plan XIII,,N/A,"Nov 12, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan I),,N/A,"Dec 31, 2025",114.4154,7.1211,5.9365,24.8565,36.2202,5.8011,6.1563,5.1789,11.3597,11.2479,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan XIII),AAA(f),N/A,"Dec 31, 2025",110.7548,11.4453,28.2298,12.994,36.3175,28.56,15.6585,11.0406,12.9068,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan XIV),AAA(f),N/A,"Dec 31, 2025",108.2276,11.7431,25.9185,12.045,25.1047,26.2423,15.1179,10.8022,13.0337,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan XV),AAA(f),N/A,"Dec 31, 2025",106.3492,9.422,11.0206,13.8335,9.8526,11.0778,10.0412,9.2633,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan XVI),,N/A,"Dec 31, 2025",106.4486,9.414,11.4151,14.1985,10.0643,11.4841,10.0691,9.2414,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund (JS Fixed Term Munafa Plan XVIII),,N/A,"Dec 31, 2025",105.2504,12.4441,36.6024,16.9725,16.0089,37.2641,18.5335,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund II (JS Fixed Term Munafa Plan I),,N/A,"Jan 01, 2026",106.6101,9.7254,8.5775,8.5775,11.7287,14.7594,11.1386,9.3201,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund II (JS Fixed Term Munafa Plan IV),,N/A,"Jan 01, 2026",103.152,12.3708,9.125,9.125,25.9783,37.5609,12.2802,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund II (JS Fixed Term Munafa Plan V),,N/A,"Jan 01, 2026",101.0485,9.8129,8.6505,8.6505,8.7259,10.2796,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),JS Fixed Term Munafa Fund II (JS Fixed Term Munafa Plan VI),,N/A,"Jan 01, 2026",102.0374,14.301,8.9425,8.9425,19.3693,33.7601,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB DCF Fixed Return III (Plan IV),,N/A,"Dec 31, 2025",106.0052,10.5445,14.4823,18.542,12.5755,14.5416,11.7007,10.0876,12.5903,12.9178,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB DCF Fixed Return III (Plan X),,N/A,"Dec 31, 2025",105.275,10.464,10.2589,9.8915,9.417,10.2614,10.5465,10.3437,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB DCF Fixed Return Plan VIII,,N/A,"Dec 31, 2025",105.7188,10.2674,10.0528,6.6065,8.2028,10.0825,10.1543,10.0945,11.6726,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB Pakistan Fixed Return Plan 25,,N/A,"Dec 31, 2025",102.8813,10.842,13.2012,13.0305,11.4245,13.2884,11.4091,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB Pakistan Fixed Return Plan 26,,N/A,"Dec 31, 2025",102.2219,10.671,10.3048,9.9645,9.4486,10.3076,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),MCB Pakistan Fixed Return Plan 27,,N/A,"Dec 31, 2025",101.457,11.0793,10.7534,10.22,9.6409,10.7602,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XIIA (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.0795,10.006,N/A,N/A,19.345,9.6725,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XIII (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.2898,12.1583,N/A,N/A,33.2977,16.6489,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XIVA (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.1656,10.7936,N/A,N/A,22.248,11.124,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XIX,,N/A,"Jan 01, 2026",10.5702,10.7444,N/A,N/A,27.4942,13.7471,11.7449,11.0429,12.7976,12.8188,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XVIA (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.1105,11.5236,N/A,N/A,23.3016,11.6508,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XVIIA (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.0676,11.2155,N/A,N/A,16.4493,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),NBP Fixed Term Munafa Plan XVIIIA (NBP Mustahkam Fund II),,N/A,"Jan 01, 2026",10.2152,10.9094,N/A,N/A,22.9634,11.4817,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan I (U),,N/A,"Dec 31, 2025",105.7249,9.1508,10.5497,10.439,10.3952,10.5436,9.2617,9.0743,(97.1320),(71.1746),N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan II (AB),,N/A,"Dec 31, 2025",105.3288,10.5707,11.1301,21.754,10.8673,11.1568,10.8235,10.4935,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan II (M),,N/A,"Dec 31, 2025",106.6256,12.6288,14.3092,14.4175,12.9794,14.4333,11.6719,12.6821,12.0304,11.4359,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan III (X),,N/A,"Dec 31, 2025",105.6249,10.826,10.4802,10.2565,10.3125,10.4731,10.6361,10.8227,9.0498,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan III (Y),,N/A,"Dec 31, 2025",101.3757,4.6579,12.1651,11.1325,11.1787,16.7377,9.5229,4.5163,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan III (Z),,N/A,"Dec 31, 2025",104.5518,10.1927,13.9277,13.578,12.4976,14.0379,11.5916,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan IV (G),,N/A,"Dec 31, 2025",105.0204,9.7852,9.5748,9.417,9.4754,9.574,9.7086,9.8481,(5.1953),(1.0965),N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan IV (K),,N/A,"Dec 31, 2025",105.0504,9.8709,9.981,9.344,9.3659,9.9925,10.0334,9.7384,5.5553,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan IV (M),,N/A,"Dec 31, 2025",105.3268,10.4009,10.4625,9.855,9.8404,10.4767,10.538,10.2727,6.4295,N/A,N/A,N/A
Open-End Funds,Fixed Rate / Return (Annualized Return),UBL Fixed Return Plan IV (O),,N/A,"Dec 31, 2025",105.2059,10.1143,9.6913,9.5265,9.546,9.6847,9.8562,10.0864,6.3373,N/A,N/A,N/A
Open-End Funds,Aggressive Fixed Income (Annualized Return),AKD Aggressive Income Fund,A+(f),N/A,"Jan 01, 2026",58.9068,20.3208,20.513,20.513,12.4903,13.3663,11.2728,20.4471,37.9964,31.8693,29.4326,24.1347
Open-End Funds,Aggressive Fixed Income (Annualized Return),Alfalah GHP Income Multiplier Fund,A+(f),23,"Dec 31, 2025",61.155,23.9248,9.5807,11.2785,10.5339,9.3099,9.078,24.0628,21.1742,18.0022,20.9409,25.2341
Open-End Funds,Aggressive Fixed Income (Annualized Return),Alfalah Income & Growth Fund  (Formerly: Faysal Income & Growth Fund),A(f),N/A,"Dec 30, 2025",122.117,9.8682,9.5046,8.833,8.8646,9.5046,9.855,9.8499,1.2705,(0.3436),12.043,17.3062
Open-End Funds,Aggressive Fixed Income (Annualized Return),Askari High Yield Scheme,A(f),N/A,"Dec 31, 2025",108.0157,6.4428,6.119,5.767,6.1369,6.1186,6.1547,6.4228,7.6846,7.778,12.2772,15.9553
Open-End Funds,Aggressive Fixed Income (Annualized Return),MCB Investment Savings Plan I,AA+(f),N/A,"Dec 31, 2025",106.606,12.5746,10.6921,13.1765,10.9938,10.6957,10.688,12.6134,12.0023,11.608,N/A,N/A
Open-End Funds,Aggressive Fixed Income (Annualized Return),Pakistan Income Enhancement Fund,A+(f),N/A,"Dec 31, 2025",57.831,10.1603,15.3936,27.9225,16.1087,15.3811,10.7817,9.4926,11.7614,11.3528,17.3452,20.5677
Open-End Funds,Aggressive Fixed Income (Annualized Return),UBL Growth & Income Fund,A+(f),N/A,"Dec 31, 2025",90.1966,10.4767,15.5007,6.789,15.0891,15.6476,11.4468,10.2151,11.6236,11.7539,28.0631,33.5009
Open-End Funds,Balanced (Absolute Return),HBL Multi Asset Fund,,N/A,"Dec 30, 2025",227.2349,22.3831,4.299,0.3294,0.1289,4.299,4.4398,20.6115,23.6729,24.7112,103.756,193.6218
Open-End Funds,Balanced (Absolute Return),NBP Balanced Fund,,N/A,"Jan 01, 2026",44.047,31.6675,0.9088,0.9088,2.8189,4.886,5.6752,27.9473,36.4422,35.0088,121.1732,208.8008
Open-End Funds,Balanced (Absolute Return),Pakistan Capital Market Fund,,N/A,"Jan 01, 2026",31.49,32.3109,1.0915,1.0915,2.3732,5.177,4.7223,27.2838,44.0545,45.8916,126.5711,247.4203
Open-End Funds,Balanced (Absolute Return),Unit Trust of Pakistan,,N/A,"Jan 01, 2026",451.61,37.376,0.95,0.95,2.3085,4.7406,3.8709,32.9712,42.2824,47.8702,134.0346,230.8914
Open-End Funds,Asset Allocation (Absolute Return),ABL Optimal Asset Allocation Fund,,N/A,"Jan 01, 2026",10.6113,6.113,0.3698,0.3698,1.5756,2.3299,4.3618,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Asset Allocation (Absolute Return),AL Habib Asset Allocation Fund,,N/A,"Dec 31, 2025",130.7238,30.3758,5.2448,(0.2172),2.3289,4.3957,4.3511,26.3457,34.9518,40.1114,184.7491,318.9739
Open-End Funds,Asset Allocation (Absolute Return),Alfalah Asset Allocation Fund (Formerly: Faysal Asset Allocation Fund),,N/A,"Jan 01, 2026",79.498,28.2847,0.9911,0.9911,1.7251,4.3115,1.0268,22.2294,34.9769,39.8882,141.6333,236.3547
Open-End Funds,Asset Allocation (Absolute Return),Alfalah Financial Value Fund (Alfalah Financial Value Plan I),,N/A,"Dec 30, 2025",145.1375,6.2929,1.3531,0.0783,0.792,1.3531,3.1823,6.0757,9.9602,13.8764,39.256,N/A
Open-End Funds,Asset Allocation (Absolute Return),Alfalah Financial Value Fund - II (Formerly Faysal Financial Value Fund),,N/A,"Dec 31, 2025",110.3309,7.3885,4.5905,(0.1768),2.9672,4.4145,5.3681,7.2945,8.8501,N/A,N/A,N/A
Open-End Funds,Asset Allocation (Absolute Return),Alfalah GHP Value Fund,,N/A,"Jan 01, 2026",93.3555,32.8762,0.9179,0.9179,3.3422,6.4173,5.2924,27.6337,39.9171,43.915,121.8422,230.5106
Open-End Funds,Asset Allocation (Absolute Return),Allied Finergy Fund,,N/A,"Jan 01, 2026",16.9868,31.8043,0.8244,0.8244,2.9903,4.4211,2.3215,26.2555,34.1248,32.3988,139.7456,273.6404
Open-End Funds,Asset Allocation (Absolute Return),Lakson Asset Allocation Developed Markets Fund,,N/A,"Dec 30, 2025",192.0928,3.2808,0.7322,0.024,0.6373,0.7322,1.8463,3.3427,5.4386,8.5491,21.2829,46.16
Open-End Funds,Asset Allocation (Absolute Return),Lakson Tactical Fund,,N/A,"Dec 30, 2025",110.4176,20.4149,4.2931,0.6887,2.1481,4.2931,6.434,19.7865,34.0199,36.9868,90.7424,140.2454
Open-End Funds,Asset Allocation (Absolute Return),MCB Pakistan Asset Allocation Fund,,N/A,"Jan 01, 2026",245.8653,34.778,1.4412,1.4412,2.8372,6.1293,3.9104,29.2107,46.1655,47.6914,156.9097,310.0049
Open-End Funds,Asset Allocation (Absolute Return),MCB Pakistan Opportunity Fund (MCB Pakistan  Dividend Yield Plan),,N/A,"Jan 01, 2026",362.5314,44.214,1.1978,1.1978,3.1316,7.3605,8.7499,38.6595,54.2951,62.0936,185.2155,368.5372
Open-End Funds,Asset Allocation (Absolute Return),NBP Sarmaya Izafa Fund,,N/A,"Jan 01, 2026",42.1967,41.7171,1.245,1.245,3.1956,6.4498,6.3264,36.2217,47.9601,48.3031,163.0182,298.0218
Open-End Funds,Asset Allocation (Absolute Return),NIT Asset Allocation Fund,,N/A,"Jan 01, 2026",20.7834,24.757,0.7114,0.7114,2.3137,3.9113,3.9212,21.1189,29.8277,28.8249,97.8079,173.4136
Open-End Funds,Asset Allocation (Absolute Return),Pak Oman Advantage Asset Allocation Fund,,N/A,"Jan 01, 2026",50.6841,24.178,0.6808,0.6808,2.9505,7.8661,3.029,20.8217,24.3097,23.3006,82.1401,148.8153
Open-End Funds,Asset Allocation (Absolute Return),UBL Asset Allocation Fund,,N/A,"Dec 31, 2025",342.0329,25.9524,2.2976,(0.2686),0.8979,2.0144,2.3773,25.2084,44.472,54.5204,126.6051,208.0542
Open-End Funds,Fund of Funds (Absolute Return),ABL Financial Planning Fund (Conservative Plan),,N/A,"Dec 31, 2025",118.7124,8.0129,1.3224,(0.0093),0.68,1.1956,2.4315,7.294,11.7406,15.1632,48.524,87.0571
Open-End Funds,Fund of Funds (Absolute Return),ABL Financial Planning Fund (Strategic Allocation Plan),,N/A,"Dec 31, 2025",102.7799,30.9472,4.1245,(0.3133),2.2781,3.5484,3.2025,26.7157,35.3614,38.8823,139.4077,243.2885
Open-End Funds,Fund of Funds (Absolute Return),Alfalah GHP Prosperity Planning Fund (Alfalah GHP Active Allocation Plan),,N/A,"Dec 31, 2025",126.9899,35.2276,5.5177,(0.2868),1.98,4.7293,4.0751,27.6609,41.6105,46.4073,162.3227,272.5046
Open-End Funds,Fund of Funds (Absolute Return),Alfalah GHP Prosperity Planning Fund (Alfalah GHP Conservative Allocation Plan),,N/A,"Dec 31, 2025",120.3338,10.7669,1.7164,(0.0373),0.7394,1.5355,2.6021,9.2821,14.2905,17.3574,60.1217,101.0657
Open-End Funds,Fund of Funds (Absolute Return),Alfalah GHP Prosperity Planning Fund (Alfalah GHP Moderate Allocation Plan),,N/A,"Dec 31, 2025",115.2452,16.1939,2.3395,(0.0200),0.7413,2.0076,3.2271,13.2032,20.3155,23.3788,78.4901,138.8728
Open-End Funds,Fund of Funds (Absolute Return),Alfalah GHP Prosperity Planning Fund (Capital Preservation Plan IV),,N/A,"Dec 31, 2025",115.8572,15.2973,2.949,(0.1175),1.2769,2.6817,3.4219,11.8501,20.7087,23.9471,N/A,N/A
Open-End Funds,Fund of Funds (Absolute Return),Alfalah Strategic Allocation Fund Plan - I,,N/A,"Dec 31, 2025",130.5377,30.4672,7.0683,(0.2299),2.3291,6.3338,5.5055,30.1822,32.9517,35.8644,N/A,N/A
Open-End Funds,Fund of Funds (Absolute Return),JS Fund of Funds,,N/A,"Jan 01, 2026",140.8,5.5393,N/A,N/A,0.4423,0.8596,2.6613,5.4208,8.108,6.6425,62.9166,144.277
Open-End Funds,Index Tracker (Absolute Return),AKD Index Tracker Fund,,N/A,"Jan 01, 2026",42.7459,39.1332,1.296,1.296,3.4556,5.0252,4.1151,32.49,46.1849,47.6165,161.5374,303.0698
Open-End Funds,Shariah Compliant Money Market (Annualized Return),ABL Islamic Cash Fund,AA+(f),N/A,"Jan 02, 2026",10.0877,10.1056,9.5995,9.417,9.2248,9.5594,9.8968,10.0993,10.3932,10.5815,16.09,19.7024
Open-End Funds,Shariah Compliant Money Market (Annualized Return),ABL Islamic Money Market Plan I,AA+(f),N/A,"Jan 02, 2026",10.5241,10.0294,9.709,9.709,9.2369,9.7066,9.8968,10.019,10.3561,10.572,15.6467,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),AKD Islamic Cash Fund (Formerly AKD Islamic Daily Dividend Fund),AA(f),N/A,"Jan 02, 2026",51.6988,8.6582,9.636,9.198,10.1373,10.3721,10.1425,10.2762,11.1124,10.5705,20.5337,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Al Ameen Islamic Cash Fund,AA+(f),N/A,"Dec 31, 2025",106.2953,9.9601,10.1616,10.293,10.2005,10.1616,10.0468,9.9667,10.1557,10.1779,15.7079,19.2574
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Al Ameen Islamic Cash Plan I,AA+(f),N/A,"Jan 01, 2026",105.6448,10.1855,10.2565,10.2565,10.4414,10.4135,10.3348,10.1162,10.5397,10.5499,16.236,19.7369
Open-End Funds,Shariah Compliant Money Market (Annualized Return),AL Habib Islamic Cash Fund,AA+(f),N/A,"Jan 02, 2026",105.2857,9.8982,8.7783,5.3655,8.9668,9.2613,9.5573,9.896,10.1231,10.4366,15.3897,19.0342
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Alfalah Islamic Money Market Fund,AA(f),N/A,"Jan 01, 2026",105.4355,10.0405,8.906,8.906,9.8818,9.9317,9.9941,10.0604,10.344,10.4653,16.0288,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Alfalah Islamic Rozana Amdani Fund,AA(f),N/A,"Dec 30, 2025",100,9.0733,8.8586,9.198,9.2321,8.8586,8.8695,9.0638,9.6348,9.7276,11.2628,13.9797
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Alhamra Cash Management Optimizer,AA(f),N/A,"Jan 02, 2026",105.5007,10.1052,10.5668,9.709,10.3368,10.2346,10.1393,10.1028,10.3641,10.5539,16.1277,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Alhamra Islamic Money Market Fund,AA+(f),N/A,"Jan 01, 2026",99.51,9.7231,12.8115,12.8115,9.8039,9.3464,9.4576,9.6934,9.7671,9.8749,15.7173,19.3357
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Atlas Islamic Cash Fund,AA(f),N/A,"Dec 31, 2025",526.8621,10.0066,9.5642,10.6215,9.9377,9.608,9.8996,9.9171,10.3169,10.5911,N/A,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Atlas Islamic Money Market Fund,AA(f),N/A,"Dec 31, 2025",531.4825,10.3583,10.5438,10.658,10.5509,10.5607,10.5047,10.3684,10.4279,10.5244,16.14,19.7829
Open-End Funds,Shariah Compliant Money Market (Annualized Return),AWT Islamic Money Market Fund (Formerly: AWT Money Market Fund),AA+(f),N/A,"Dec 31, 2025",123.9256,10.2301,10.1246,9.855,9.9256,10.0764,10.1855,10.2145,10.544,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Faysal Halal Amdani Fund,AA(f),N/A,"Jan 02, 2026",106.6811,9.0238,8.2125,8.76,8.6432,8.8951,8.7957,8.9904,9.2709,9.4993,15.0815,18.8598
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Faysal Islamic Cash Fund,AA(f),N/A,"Jan 02, 2026",104.8173,8.98,8.3038,8.76,8.7357,8.8306,8.762,8.9518,9.2323,9.6867,15.8112,19.6084
Open-End Funds,Shariah Compliant Money Market (Annualized Return),HBL Islamic Money Market Fund,AA+(f),N/A,"Dec 31, 2025",106.5387,9.7892,9.4389,19.418,9.5168,9.4389,9.5959,9.7761,10.4183,10.5154,15.6826,19.4641
Open-End Funds,Shariah Compliant Money Market (Annualized Return),HBL Islamic Savings Plan I,,N/A,"Dec 29, 2025",105.4083,9.5558,8.8589,N/A,10.3392,9.1542,9.0447,9.5153,10.2278,10.0564,N/A,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),JS Islamic Money Market Fund (Formerly: JS Islamic Daily Dividend Fund),AA(f),N/A,"Jan 02, 2026",108.9654,9.9718,9.7638,9.9645,9.4024,9.4231,9.5626,9.943,10.2347,10.6044,15.8962,19.5026
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Lakson Islamic Money Market Fund,AA(f),N/A,"Jan 02, 2026",106.2738,10.0525,10.001,10.001,10.1105,10.1738,10.1369,10.0586,10.4955,10.7742,15.7264,19.2468
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Lucky Islamic Money Market Fund,AA+(f),N/A,"Jan 02, 2026",105.3129,10.1279,10.1105,8.9425,10.1154,10.0606,10.0184,10.1127,10.3886,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Mahaana Islamic Cash Fund,AA+(f),N/A,"Jan 02, 2026",112.1943,10.0464,9.8368,9.8185,9.8647,10.0253,9.9122,10.0495,10.3298,10.388,16.0999,N/A
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Meezan Cash Fund,AA+(f),N/A,"Dec 31, 2025",53.8531,9.3557,9.3393,10.0375,9.3805,9.3404,9.331,9.3438,9.681,9.8639,15.2832,18.735
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Meezan Rozana Amdani Fund,AA+(f),N/A,"Dec 31, 2025",50,9.2206,9.0473,11.972,8.9693,9.0459,9.1518,9.169,9.5041,9.6754,15.4135,19.0156
Open-End Funds,Shariah Compliant Money Market (Annualized Return),NBP Islamic Daily Dividend Fund,AA+(f),N/A,"Jan 02, 2026",10,10.3784,11.1325,10.585,11.3637,11.0595,10.394,10.3599,10.4885,10.4407,16.0505,19.5844
