Performance Summary | MUTUAL FUNDS ASSOCIATION OF PAKISTAN,,,,,,,,,,,,,,,,,
Sector,Category,Fund Name,Rating,Benchmark,Validity Date,NAV,YTD,MTD,1 Day,15 Days,30 Days,90 Days,180 Days,270 Days,365 Days,2 Years,3 Years
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan IX (NBP Islamic Mustahkam Fund),,N/A,"Jan 01, 2026",10.1082,10.3929,N/A,N/A,21.7856,10.8928,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan VIII (NBP Islamic Mustahkam Fund),,N/A,"Jan 01, 2026",10.1627,10.6046,N/A,N/A,21.9365,10.9683,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan X (NBP Islamic Mustahkam Fund),,N/A,"Jan 01, 2026",10.06,9.9545,N/A,N/A,14.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds - CPPI (Absolute Return),ABL Islamic Financial Planning Fund (Capital Preservation Plan I),,N/A,"Dec 31, 2025",112.2123,11.592,1.5957,(0.1857),0.564,1.2356,1.1835,9.9089,14.3417,17.221,54.2674,88.7425
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Al Ameen Islamic Aggressive Income Fund,A+(f),N/A,"Dec 30, 2025",105.9584,9.7976,10.2456,12.848,12.2275,10.2456,8.7515,9.4734,10.7015,9.972,22.7836,25.6032
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Al Ameen Islamic Aggressive Income Plan I,A+(f),N/A,"Dec 31, 2025",117.8049,35.3195,5.6092,5.986,5.5577,5.6028,10.1064,35.7649,82.1889,65.2408,50.2202,44.4728
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund (Faysal Islamic Financial Growth Plan I),A+(f),N/A,"Dec 31, 2025",104.755,8.4751,8.2443,7.4095,9.2004,8.861,8.4891,8.4459,9.2679,8.6581,15.0066,N/A
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund (Faysal Islamic Financial Growth Plan II),,N/A,"Dec 31, 2025",104.8942,9.462,8.6576,8.0665,8.451,8.6323,8.9457,9.4186,9.6793,10.4811,N/A,N/A
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund II,,N/A,"Dec 31, 2025",100.6356,11.0473,11.0473,10.4755,10.5315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Balanced (Absolute Return),Meezan Balanced Fund,,N/A,"Jan 01, 2026",28.2024,18.4587,0.5068,0.5068,1.5527,2.3484,1.0321,16.697,23.5886,24.2842,76.8389,136.6002
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),ABL Islamic Asset Allocation Fund,,N/A,"Jan 01, 2026",10.1271,1.7002,(0.0010),(0.0010),(0.0039),0.0158,0.607,1.6838,2.5186,(2.1615),18.4437,41.802
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Al Ameen Islamic Asset Allocation Fund,,N/A,"Dec 31, 2025",220.9608,14.5625,1.6806,(0.1832),0.3972,1.282,1.7252,13.7093,20.2404,22.0004,68.9528,125.8846
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Alfalah GHP Islamic Value Fund,,N/A,"Dec 30, 2025",135.3447,4.9994,0.7376,0.0219,0.4192,0.7376,2.3089,4.9009,8.4959,10.6929,35.2653,65.657
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Alhamra Islamic Asset Allocation Fund,,N/A,"Dec 31, 2025",219.7798,25.8774,3.2753,(0.4090),0.6394,2.6698,0.8612,22.2379,37.5287,44.2125,135.4481,276.2045
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),AWT Islamic Asset Allocation Fund (Formerly AWT Stock Fund),,N/A,"Dec 31, 2025",186.5269,3.6606,4.4042,(0.4624),1.1981,3.3988,0.3026,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund,,N/A,"Jan 01, 2026",94.8413,5.4566,0.0297,0.0297,0.4412,0.9867,2.5284,5.2923,9.0864,12.5403,38.8865,66.6414
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund II,,N/A,"Jan 01, 2026",121.9987,20.5866,0.1699,0.1699,1.097,1.59,0.4376,17.8726,16.8171,20.4951,N/A,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund III (Faysal Shariah Flex Plan I),,N/A,"Jan 01, 2026",103.3615,3.6021,0.127,0.127,0.5112,1.5184,3.173,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund III (Faysal Shariah Flex Plan II),,N/A,"Jan 01, 2026",101.2411,1.2411,0.3811,0.3811,0.7037,1.0444,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),HBL Islamic Asset Allocation Fund,,N/A,"Dec 30, 2025",321.91,27.1089,5.9644,0.4356,(0.2321),5.9644,5.7165,25.4432,26.411,25.3007,123.4714,236.3064
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Lakson Islamic Tactical Fund,,N/A,"Dec 31, 2025",95.6728,11.1955,1.8262,(0.2042),0.5222,1.5769,1.3281,10.8,13.5476,16.1073,49.9744,97.5908
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Meezan Asset Allocation Fund,,N/A,"Jan 01, 2026",120.615,26.9343,0.7528,0.7528,1.7689,3.2618,0.8671,24.3784,34.7243,36.0552,119.4091,220.3291
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Meezan Dynamic Asset Allocation Fund (Meezan Dividend Yield Plan),,N/A,"Dec 30, 2025",89.0219,31.2686,3.1801,0.476,0.7874,3.1801,3.136,27.0297,40.2977,41.8438,N/A,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),NBP Islamic Sarmaya Izafa Fund,,N/A,"Jan 01, 2026",37.4208,34.451,1.021,1.021,3.4147,6.1074,5.7094,31.6804,37.2658,32.7572,128.4436,238.0995
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Oman Islamic Asset Allocation Fund,,N/A,"Jan 01, 2026",49.0784,23.5746,0.6394,0.6394,2.6644,7.7048,2.4826,19.794,21.4332,20.2931,72.4667,119.1884
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Qatar Asset Allocation Plan I (PQAAP  IA),,N/A,"Jan 01, 2026",125.46,5.6229,0.0295,0.0295,0.6381,1.0959,2.5031,5.4152,9.2119,12.4941,37.0389,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Qatar Asset Allocation Plan II (PQAAP  IIA),,N/A,"Jan 01, 2026",122.8977,5.4093,0.0292,0.0292,0.5789,1.0617,2.3719,5.2274,9.1329,11.4252,35.4091,N/A
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak-Qatar Asset Allocation Plan III (PQAAP  IIIA),,N/A,"Jan 01, 2026",176.2892,22.8117,0.8882,0.8882,3.342,3.626,(0.1436),20.4883,21.6216,20.5847,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),ABL Islamic Financial Planning Fund (Active Allocation Plan),,N/A,"Dec 31, 2025",105.1245,24.3169,3.1226,(0.6129),0.9706,2.1841,(0.7359),20.3944,26.3788,29.2055,104.3174,178.872
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),ABL Islamic Financial Planning Fund (Conservative Allocation Plan),,N/A,"Dec 31, 2025",121.2347,4.6916,0.8202,(0.0002),0.3584,0.7434,2.2984,4.6003,7.2329,9.9089,30.9282,55.5705
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Active Allocation Plan II),,N/A,"Dec 31, 2025",103.0659,13.3568,1.78,(0.3914),0.0662,1.2319,1.0106,12.4397,14.6123,18.2243,114.0056,176.0192
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Balance Allocation Plan),,N/A,"Dec 31, 2025",109.0166,7.6207,0.7876,(0.0754),0.3579,0.6996,1.0076,6.8758,10.0259,11.8295,43.7191,78.6438
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Moderate Allocation Plan),,N/A,"Dec 31, 2025",116.8592,11.9254,1.0953,(0.0912),0.2089,0.807,1.0598,10.4526,14.3587,16.5394,64.7197,110.6014
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah KTrade Islamic Plan VII,,N/A,"Dec 31, 2025",128.9641,3.1582,0.7183,0.0565,0.3445,0.6584,1.9772,3.151,5.401,7.6102,20.1044,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alhamra Smart Portfolio,,N/A,"Dec 31, 2025",168.0451,9.6449,1.7715,(0.0713),0.6468,1.5325,1.6907,8.9037,14.2586,16.6574,52.5297,93.4321
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Aggressive Allocation Islamic Plan),,N/A,"Dec 31, 2025","1,465.8855",25.9142,2.967,(0.4395),0.7921,2.2059,0.2937,23.3909,29.887,32.1489,116.9094,209.0948
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Conservative Allocation Islamic Plan),,N/A,"Dec 31, 2025",930.3148,14.8834,1.9637,(0.2230),0.5898,1.5298,0.7333,13.765,18.0233,20.5134,66.6931,115.9108
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Moderate Allocation Islamic Plan),,N/A,"Dec 31, 2025","1,233.4330",21.4059,2.6171,(0.3642),0.7238,1.9685,(0.1370),19.4034,25.1957,27.6718,95.4832,167.68
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan I),,N/A,"Dec 31, 2025",112.1208,12.1208,1.9578,(0.1652),0.5009,1.5985,2.8894,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan II),,N/A,"Dec 31, 2025",103.6888,3.6888,1.0511,(0.0362),0.3794,0.9525,2.2786,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan III),,N/A,"Dec 31, 2025",105.335,5.2343,0.7812,0.0216,0.3674,0.7547,2.4554,5.1017,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Khushal Mustaqbil Fund (Faysal Barak’ah Women Savers Plan),,N/A,"Dec 31, 2025",104.6414,4.5551,0.7403,0.0234,0.3521,0.7169,2.1823,4.4509,6.7277,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Khushal Mustaqbil Fund (Faysal Nu’umah Women Savers Plan),,N/A,"Dec 31, 2025",104.6267,4.541,0.7499,0.0238,0.3578,0.7267,2.1902,4.4375,6.5998,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Aggressive),,N/A,"Dec 31, 2025",185.0654,23.5138,2.3992,(0.4480),0.5238,1.5765,0.9664,21.1642,28.4375,29.5951,101.9537,186.5233
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Conservative),,N/A,"Dec 31, 2025",121.4798,10.3684,1.265,(0.1434),0.4289,0.9903,1.6138,9.5683,13.4795,14.6264,49.5944,90.8216
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (MAAP I),,N/A,"Dec 31, 2025",146.5347,21.6409,2.6653,(0.5237),0.5388,1.7069,0.0343,19.6136,27.8731,30.8807,98.1182,174.1942
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Moderate),,N/A,"Dec 31, 2025",146.2312,16.9497,1.9598,(0.2986),0.4933,1.3519,1.2245,15.4094,21.0055,22.0331,76.0946,139.9907
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Very Conservative Allocation Plan),,N/A,"Dec 31, 2025",53.1667,4.5309,0.794,0.0271,0.3812,0.7201,2.2028,4.4832,6.5989,7.863,26.8972,N/A
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP I),,N/A,"Dec 31, 2025",96.9831,20.494,2.4997,(0.4815),0.5178,1.617,0.1646,18.5094,26.4515,27.8033,100.0169,175.535
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP II),,N/A,"Dec 31, 2025",83.1527,21.7457,2.6316,(0.5272),0.5221,1.6736,(0.1946),19.6707,27.5658,33.2136,104.2323,179.9735
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP III),,N/A,"Dec 31, 2025",92.214,21.2835,2.6138,(0.5092),0.534,1.6804,0.1277,19.2887,27.2875,29.6805,97.528,171.9717
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP IV),,N/A,"Dec 31, 2025",96.7353,21.0208,2.6047,(0.5121),0.5271,1.6686,0.0306,19.0522,27.0735,28.9859,94.8444,167.6804
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP V),,N/A,"Dec 31, 2025",109.0041,21.2087,2.5898,(0.5179),0.5136,1.6469,(0.2099),19.1793,27.4262,30.473,93.5953,162.0878
Open-End Funds,Shariah Compliant Index Tracker (Absolute Return),KSE Meezan Index Fund,,N/A,"Jan 01, 2026",188.7548,35.1937,0.8633,0.8633,3.4178,4.1202,0.5101,30.6074,36.7541,36.3158,123.4616,244.9667
Open-End Funds,Shariah Compliant Commodities (Absolute Return),Meezan Gold Fund,,N/A,"Dec 31, 2025",281.563,22.1202,0.5809,(1.1781),(3.6789),(2.7515),11.1298,21.2257,31.4784,49.4469,89.5313,151.6009
